,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy
24140,0,0.010278265,51,0,1.014386735,4100.0,13,0,4,0,3.0,1
127796,0,0.0034614049999999,53,0,1.0,,4,0,0,0,0.0,0
42845,0,0.0401868569999999,47,0,0.363599265,4900.0,14,0,1,0,3.0,1
14240,0,0.9999999,45,0,0.034245719,8000.0,2,0,0,0,1.0,1
114324,0,0.123407088,39,1,0.8711796629999998,3500.0,12,0,2,0,2.0,1
116541,0,0.0891119569999999,47,0,1330.0,,5,0,2,0,2.0,0
115548,0,0.621475705,27,0,0.137483787,3083.0,2,0,0,0,0.0,1
140250,0,0.007833246,56,0,1.428742834,7500.0,12,0,1,0,0.0,1
67717,0,0.049392443,62,0,1208.0,,10,0,1,0,0.0,0
124935,0,1.142883112,59,1,1.042231693,5161.0,11,0,1,0,4.0,1
104057,0,0.009019018,46,0,2452.0,,7,0,1,0,1.0,0
96989,0,0.505590506,55,0,0.5163683279999999,6200.0,9,0,1,1,0.0,1
47939,1,0.81625356,37,0,0.8143642729999998,6000.0,5,0,2,0,3.0,1
113827,0,0.032124554,49,0,69.0,,9,0,0,0,0.0,0
142355,0,0.013663882,57,0,3216.0,,9,0,2,0,0.0,0
139076,0,0.0388245149999999,75,1,2.1143317230000003,1241.0,12,0,3,0,0.0,1
23823,0,0.541748608,52,0,0.2292255709999999,14500.0,6,0,1,0,2.0,1
19371,0,0.095447506,43,0,2189.0,,8,0,1,0,0.0,0
73312,0,0.930911185,46,0,0.1823029499999999,6000.0,7,0,0,0,3.0,1
33798,0,0.9999999,41,0,5465.0,,8,0,2,0,1.0,0
20765,0,0.5203249829999999,55,1,0.355940677,6000.0,14,0,2,0,0.0,1
107619,0,0.18558176,46,0,0.278148973,12122.0,12,0,2,0,1.0,1
77654,0,0.0760832089999999,68,0,0.289022611,5483.0,6,0,2,0,0.0,1
91046,0,0.0221323499999999,45,0,0.306311258,10916.0,7,0,2,0,2.0,1
78009,0,0.96151924,74,1,0.479426599,3766.0,7,0,1,0,0.0,1
56450,0,0.8288681169999998,44,0,1.4867803309999998,4046.0,13,0,1,0,0.0,1
21695,0,1.210940919,23,0,0.053964024,1500.0,4,1,0,0,0.0,1
52075,0,0.02093665,84,0,0.008084824,7544.0,9,0,0,0,0.0,1
75586,0,0.0,45,0,0.438005511,11250.0,5,0,2,0,3.0,1
107155,0,0.001230706,70,0,0.0031987209999999,2500.0,10,0,0,0,0.0,1
120412,0,0.101798728,65,0,0.2359030659999999,12750.0,10,0,2,0,1.0,1
60818,0,0.973038473,29,0,5238.0,,7,0,3,0,0.0,0
42498,0,0.091904889,54,0,1316.0,,5,0,1,0,0.0,0
52011,0,0.096920294,39,0,0.289362357,13000.0,21,0,2,0,1.0,1
28669,0,0.011315364,76,0,0.079685194,2032.0,3,0,0,0,0.0,1
70192,1,0.105863138,63,0,0.1465496219999999,4100.0,9,0,0,0,0.0,1
97909,0,0.077842886,50,0,0.257893407,3958.0,11,0,1,0,0.0,1
55963,0,0.244785005,57,0,0.5232517279999999,8536.0,10,0,3,0,0.0,1
44964,0,0.036760645,57,0,0.0064029469999999,11400.0,5,0,0,0,0.0,1
28892,0,0.658341658,26,2,0.1938294869999999,4245.0,3,4,0,0,2.0,1
30622,0,0.002679893,50,0,0.597973874,3750.0,8,0,2,0,0.0,1
25147,0,0.486313791,63,0,0.1593546889999999,8615.0,5,0,0,0,0.0,1
100835,0,0.064809124,80,0,0.232291338,9500.0,14,0,1,0,0.0,1
101026,0,0.8099782979999999,41,0,1.365878041,3000.0,12,0,2,0,3.0,1
9134,0,0.023609784,48,0,0.3941605839999999,3972.0,5,0,1,0,1.0,1
38395,0,0.714520445,57,0,0.388940956,3200.0,10,0,2,0,1.0,1
46653,0,0.0217069099999999,82,0,1124.0,,13,0,1,0,0.0,0
135485,0,0.0,52,0,0.346930614,5000.0,7,0,2,0,1.0,1
42203,0,0.055800789,52,0,0.3199022289999999,13500.0,13,0,1,0,1.0,1
120398,0,0.60885237,57,0,0.3879030239999999,4000.0,7,0,0,0,0.0,1
100382,0,0.162595578,44,0,0.255742997,50800.0,23,0,2,0,2.0,1
69511,0,0.190082269,38,1,0.308969103,10000.0,8,0,2,0,0.0,1
118707,0,0.9999999,26,0,0.0372771469999999,1850.0,3,1,0,0,0.0,1
111278,0,0.117086513,57,0,0.3759810770000001,9300.0,9,0,2,0,2.0,1
138995,0,0.5361059649999999,53,0,0.418969998,8465.0,10,0,2,0,0.0,1
102199,0,0.1593470449999999,48,0,0.035192961,5000.0,4,0,0,0,3.0,1
29655,0,0.1204377529999999,52,0,0.5300948329999999,5166.0,9,0,2,1,2.0,1
9968,0,0.0,48,1,5090.0,,6,0,4,0,0.0,0
18119,0,0.032187141,70,0,93.0,,13,0,0,0,0.0,0
61085,0,0.094013076,45,0,2969.0,,7,0,2,0,0.0,0
113834,0,0.093332195,33,0,162.0,1.0,7,0,0,0,0.0,1
144862,0,0.3811547109999999,27,0,0.15969257,4683.0,5,0,0,0,1.0,1
31123,0,0.6395006859999999,41,0,0.33281493,9001.0,5,0,2,0,3.0,1
15635,0,0.6886719749999999,49,0,0.379961278,4131.0,7,0,1,0,2.0,1
52696,0,0.095572395,36,0,0.337094701,7000.0,14,0,1,0,0.0,1
10860,0,0.0084373899999999,60,0,0.307564996,14500.0,14,0,3,0,2.0,1
99940,0,0.011004058,65,0,0.178057226,5486.0,15,0,1,0,1.0,1
107165,0,0.379177802,70,0,847.0,,4,0,0,0,0.0,0
94278,0,0.00227581,56,0,1318.0,,8,0,1,0,2.0,0
35253,1,0.9999999,27,1,0.108420351,4500.0,2,1,0,0,1.0,1
148878,0,0.0007282849999999,59,0,0.075673219,8800.0,12,0,1,0,0.0,1
28049,0,0.0539980359999999,44,0,0.006566184,6700.0,3,0,0,0,3.0,1
113682,1,0.950078241,41,1,2466.0,,8,0,1,1,0.0,0
116601,0,0.8622424959999998,48,0,0.541230443,8500.0,18,0,2,0,0.0,1
130008,0,0.3966220149999999,69,2,0.4171779139999999,2770.0,4,0,1,0,1.0,1
33889,0,0.929037245,34,0,0.292959022,4416.0,8,0,0,0,1.0,1
10197,0,0.631513041,42,0,0.274220517,10166.0,11,0,2,0,0.0,1
133465,0,0.9999999,50,0,0.4963251189999999,4625.0,4,0,1,0,1.0,1
76116,0,0.008449578,64,0,0.317227591,3000.0,5,0,1,0,0.0,1
48113,0,0.7646418609999999,47,0,3182.0,,8,0,2,0,0.0,0
148359,0,0.774833339,40,0,0.254092397,5497.0,7,0,0,0,0.0,1
33354,0,0.007949166,46,0,1942.0,,4,0,1,0,0.0,0
140248,0,0.914914267,57,0,0.325697554,5805.0,10,0,1,0,0.0,1
13662,0,0.406995159,48,0,0.254002596,6932.0,7,0,2,0,2.0,1
2360,0,0.185087574,57,0,0.35906303,15325.0,20,0,4,0,2.0,1
72797,0,0.64273731,72,0,1.6848630269999998,5000.0,32,0,3,0,0.0,1
28761,1,0.9999999,26,0,0.205897051,2000.0,3,3,0,0,0.0,1
17388,0,0.3002695149999999,50,0,0.0799194089999999,4466.0,2,0,0,0,3.0,1
63835,0,0.4740285699999999,53,0,0.671072081,11500.0,8,0,3,0,1.0,1
43954,0,0.0,25,0,0.098117995,4728.0,5,0,0,0,1.0,1
63929,0,0.3404628729999999,39,0,1561.0,,11,0,0,0,0.0,0
78627,0,0.733936221,32,0,46.0,0.0,1,0,0,0,2.0,1
32665,1,0.963457302,52,3,0.225208982,6100.0,12,0,0,2,2.0,1
93463,0,0.0,43,1,0.3891159109999999,15416.0,6,0,2,0,0.0,1
42346,0,0.011800493,38,0,0.002242152,10257.0,13,0,0,0,0.0,1
133484,0,0.3998991639999999,57,0,0.353187829,9300.0,6,0,3,0,0.0,1
3694,0,0.0,41,0,0.6000863739999999,4630.0,4,1,1,0,4.0,1
132072,1,0.573883162,58,2,0.471960989,2870.0,6,4,1,0,0.0,1
130476,0,0.042919205,70,0,0.0263588439999999,5500.0,13,0,0,0,0.0,1
35531,0,0.9999999,46,1,0.4566358409999999,4000.0,5,0,1,0,0.0,1
58223,0,0.0,39,0,0.559860035,4000.0,8,0,1,0,0.0,1
106739,0,0.006567024,51,1,0.4146914370000001,4682.0,8,0,1,0,3.0,1
14329,0,0.141855331,76,1,0.2066483889999999,2917.0,9,0,0,0,0.0,1
58289,0,0.306615766,69,0,0.295200893,5375.0,12,0,1,0,0.0,1
1456,0,0.444218359,44,1,0.4782913779999999,11400.0,6,0,2,0,0.0,1
107434,0,0.0336752209999999,61,0,1632.0,,5,0,1,0,0.0,0
39875,0,0.139367447,67,0,984.0,,5,0,0,0,0.0,0
125578,0,0.430021509,47,0,0.4370046659999999,13500.0,11,0,2,0,0.0,1
106155,0,0.9999999,29,0,0.208422555,1400.0,1,0,0,0,0.0,1
138319,1,0.928319955,27,0,0.204475125,4200.0,10,0,0,0,2.0,1
84384,0,0.0445199059999999,68,0,70.0,,5,0,0,0,0.0,0
21291,0,0.003731882,45,0,0.112448832,4152.0,3,0,0,0,1.0,1
86074,0,0.0561592549999999,77,0,0.0258151099999999,38000.0,4,0,1,0,0.0,1
75608,0,0.747554198,40,0,0.3237562769999999,38633.0,11,0,5,0,4.0,1
104624,0,0.044059303,80,0,0.01599543,3500.0,8,0,0,0,0.0,1
66055,0,0.066093391,52,0,0.0074744299999999,2541.0,1,0,0,0,0.0,1
102919,0,0.470606617,63,0,0.182806236,11224.0,7,0,1,0,1.0,1
35708,0,0.0,24,0,0.0,820.0,2,0,0,0,0.0,1
47325,0,0.097072573,61,0,0.4701844120000001,7428.0,9,0,2,0,0.0,1
117257,0,0.061507113,29,0,0.306138772,5000.0,7,0,2,0,1.0,1
17043,0,0.9999999,59,1,0.128514893,4800.0,3,0,0,0,0.0,1
69589,0,0.5086545759999999,50,0,4044.0,,7,0,2,0,1.0,0
45493,0,0.015284986,58,0,2012.0,,6,0,2,0,0.0,0
134233,0,0.9999999,63,0,0.0,,1,0,0,0,0.0,0
119439,0,0.037428845,61,0,0.3699973839999999,7645.0,9,0,2,0,0.0,1
34037,0,0.0,25,0,520.0,,2,0,0,0,0.0,0
85829,0,0.431315021,49,0,0.41386234,12450.0,16,0,2,0,2.0,1
8809,0,0.030500942,55,0,0.351916805,16250.0,8,0,2,0,2.0,1
89853,0,0.025101016,42,0,0.369849733,4125.0,6,0,1,0,0.0,1
56044,0,0.018267847,60,0,0.0167100399999999,7300.0,6,0,0,0,0.0,1
120923,0,0.977281817,49,1,0.552222624,8300.0,9,0,2,0,2.0,1
113775,0,0.3514262659999999,29,0,0.362659335,4000.0,8,0,1,0,3.0,1
20675,0,0.3469704579999999,39,0,0.0968294769999999,2333.0,3,0,0,0,0.0,1
146137,0,0.0407728779999999,39,0,0.374454302,7100.0,11,0,1,0,4.0,1
54438,0,0.55028434,45,0,0.112544955,4726.0,6,0,0,0,3.0,1
56288,0,0.112401379,51,0,0.1421319799999999,6500.0,10,0,0,0,0.0,1
46993,0,0.0470640709999999,61,0,556.0,,7,0,1,0,3.0,0
94197,0,0.371991357,43,0,0.47469459,2864.0,5,0,0,0,1.0,1
32212,0,0.0178955579999999,50,0,0.002562908,8583.0,3,0,0,0,0.0,1
78170,0,0.2759479389999999,56,3,0.091841324,11116.0,7,0,0,0,0.0,1
107410,0,0.5539421729999999,27,0,0.437403876,3250.0,11,0,0,0,0.0,1
129430,0,0.023382797,69,0,0.0177679069999999,1800.0,11,0,0,0,0.0,1
97042,0,0.915363385,57,0,0.296553347,8500.0,5,0,1,0,2.0,1
113956,0,0.662789511,43,1,969.0,,5,0,0,1,1.0,0
29491,0,0.0,74,0,1232.0,,5,0,1,0,0.0,0
74983,0,0.049032039,45,0,0.375395034,4429.0,7,0,1,0,0.0,1
96071,0,0.0,49,1,1226.0,,3,0,1,0,0.0,0
72215,0,0.0667491659999999,66,0,0.376579747,6250.0,10,0,2,0,0.0,1
10943,0,0.406998046,40,0,0.308412626,6620.0,7,0,0,0,2.0,1
39359,0,0.029195571,64,0,1737.0,,17,0,2,0,0.0,0
87504,0,0.0080080489999999,35,0,0.5049456589999999,8188.0,13,0,6,0,4.0,1
143301,0,0.0,85,0,0.1854775059999999,3800.0,9,0,2,0,2.0,1
116597,0,0.1210960549999999,54,0,0.419228205,13500.0,15,0,2,0,1.0,1
25530,0,0.0,42,1,0.4638946199999999,6300.0,5,0,1,0,3.0,1
15389,0,0.000358053,64,0,0.095437193,5500.0,8,0,1,0,0.0,1
33897,0,0.358351717,37,0,0.4679487179999999,3899.0,23,0,0,0,2.0,1
86623,0,0.227663207,40,0,1635.0,,13,0,1,0,3.0,0
114143,0,0.0519054209999999,49,0,0.711076074,5073.0,30,0,3,0,1.0,1
131733,0,0.750015822,43,0,0.284294716,4125.0,5,0,0,0,0.0,1
108950,0,0.0,34,0,0.350481955,8921.0,5,0,2,0,0.0,1
26482,0,0.221809949,31,0,0.0735149969999999,5100.0,3,0,0,0,0.0,1
82443,0,0.3674334389999999,44,0,0.429955291,4025.0,15,0,0,0,1.0,1
3062,0,0.5875361009999999,44,0,0.4352242539999999,6398.0,10,0,0,0,3.0,1
95226,0,0.101647459,43,0,0.135440701,4333.0,2,0,0,0,2.0,1
13055,0,0.126397702,72,0,0.1424396249999999,6500.0,6,0,0,0,1.0,1
71962,0,0.23150148,69,0,0.2606929,4675.0,6,0,1,0,1.0,1
139811,0,0.015306515,45,0,0.366654766,2800.0,5,0,1,0,3.0,1
66006,0,0.000339453,29,0,0.0,3800.0,6,0,0,0,2.0,1
119486,0,0.043526569,51,0,0.08056143,5200.0,8,1,0,0,0.0,1
117637,0,0.0089312419999999,68,0,22.0,,7,0,0,0,0.0,0
117777,0,0.303998735,40,0,0.377164661,6813.0,18,0,1,0,1.0,1
36096,0,0.0471905619999999,25,0,0.003249188,4000.0,3,0,0,0,0.0,1
94748,0,0.0864261019999999,48,0,0.204737404,10300.0,7,0,1,0,0.0,1
144012,0,0.097392238,55,0,0.4619560039999999,10500.0,13,0,4,0,0.0,1
96971,1,0.9999999,45,0,27.0,,1,0,0,0,0.0,0
47533,0,0.079458229,30,0,0.191140565,8600.0,12,0,1,0,0.0,1
108613,0,0.0795080799999999,71,0,116.0,,7,0,0,0,0.0,0
62835,0,0.0292473629999999,70,0,50.0,,6,0,0,0,0.0,0
112374,0,0.9999999,55,1,0.2969685269999999,5178.0,9,0,1,0,0.0,1
139112,0,0.085249728,34,0,0.627364028,7666.0,11,0,2,0,0.0,1
122581,0,0.548934432,57,0,0.665439243,5702.0,16,0,3,0,0.0,1
13860,0,0.198072902,64,0,110.0,,6,0,0,0,0.0,0
9754,0,0.9999999,45,0,0.3682788439999999,3700.0,3,0,1,0,0.0,1
118845,1,0.8913755129999998,39,0,0.813237353,5000.0,6,0,2,0,1.0,1
75821,0,0.9999999,40,0,2283.0,0.0,6,0,1,0,3.0,1
37164,0,0.0,58,1,0.2918761149999999,6166.0,10,0,2,0,0.0,1
86512,0,0.172894237,72,0,0.0529122569999999,12000.0,2,0,0,0,0.0,1
51332,0,0.962297554,49,0,0.3513859449999999,25000.0,8,0,2,0,2.0,1
38564,0,0.01330462,59,0,0.213766972,9500.0,8,0,2,0,0.0,1
74968,0,0.00945116,69,0,0.578985639,5500.0,11,0,2,0,0.0,1
148025,0,0.1553065399999999,54,0,0.5294117649999999,6272.0,9,0,1,0,1.0,1
146942,0,0.021714467,64,0,24.0,,5,0,0,0,0.0,0
108325,0,0.004246924,65,0,0.0061491159999999,1300.0,8,0,0,0,0.0,1
34782,0,0.003332593,24,0,0.634591961,820.0,6,0,0,0,0.0,1
95176,0,0.5555060189999999,59,0,0.248766554,3850.0,7,0,0,0,0.0,1
68069,0,0.8274722259999998,59,0,0.4952351199999999,6400.0,10,0,0,0,0.0,1
80167,0,0.589711245,35,0,2986.0,,11,0,2,0,0.0,0
118973,0,0.01251681,86,0,0.0049975009999999,2000.0,3,0,0,0,0.0,1
147840,0,0.106851785,61,0,0.320949203,13484.0,32,0,2,0,1.0,1
18969,0,0.008524106,62,0,0.6707398359999999,4500.0,8,0,1,0,1.0,1
126096,0,0.0073729319999999,50,0,0.024022074,6160.0,7,0,1,0,0.0,1
126705,0,0.037579647,75,0,27.0,,7,0,0,0,0.0,0
45509,1,0.9999999,44,1,0.3397876329999999,1600.0,1,1,1,0,0.0,1
46848,0,0.0533549629999999,62,0,839.0,,11,0,2,0,0.0,0
11421,0,0.190565644,50,2,0.2312152409999999,8450.0,11,0,2,0,1.0,1
7991,1,0.996631106,54,2,0.679430024,24000.0,16,0,5,0,0.0,1
90951,0,0.0283112,75,0,26.0,,4,0,0,0,0.0,0
81540,0,0.0,44,0,0.098951675,3910.0,3,0,0,0,1.0,1
53581,0,0.112922177,83,0,1756.0,,11,0,1,0,0.0,0
89745,0,0.60138921,69,0,0.6312327329999999,7600.0,9,0,1,0,0.0,1
32230,0,0.004894748,43,0,0.0664472849999999,7900.0,7,0,0,0,4.0,1
67404,0,0.4805907329999999,59,1,0.39940015,4000.0,12,0,0,0,0.0,1
23435,0,0.03809763,82,0,0.1545745199999999,8131.0,11,0,2,0,0.0,1
45376,0,0.1854544529999999,60,0,6485.0,,7,0,2,0,0.0,0
103778,0,0.069688842,60,0,0.275737941,8333.0,6,0,1,0,0.0,1
22077,0,0.333203258,39,0,5824.0,,9,0,3,0,0.0,0
45727,0,0.0640074719999999,89,0,34.0,,1,0,0,0,0.0,0
18781,0,0.117611469,72,0,0.341841187,4583.0,7,0,0,0,0.0,1
67735,0,0.044675548,74,0,0.2990803679999999,2500.0,5,0,1,0,0.0,1
80811,0,0.0079160889999999,61,0,3699.0,,13,0,2,0,0.0,0
38635,0,0.9999999,56,0,3050.0,,6,0,2,0,0.0,0
110018,0,0.0049370289999999,65,0,0.306057866,6635.0,9,0,2,0,0.0,1
8257,0,0.914193729,54,1,0.7309984009999998,6880.0,17,0,1,0,2.0,1
70988,0,0.1440402249999999,90,0,0.1596134619999999,3000.0,3,0,0,0,0.0,1
111085,0,0.0338651849999999,56,0,0.3927025359999999,4850.0,16,0,1,0,3.0,1
35579,0,0.2028184919999999,46,0,0.422874342,7973.0,10,0,2,1,2.0,1
14232,0,0.9999999,63,0,0.107648725,6000.0,1,2,0,2,0.0,1
42306,0,0.097994933,31,0,0.3662757159999999,5200.0,14,0,1,0,1.0,1
124623,0,0.340144366,64,0,1859.0,,15,0,1,0,0.0,0
110588,0,0.373885997,63,0,0.294608116,5396.0,10,0,1,0,1.0,1
101141,1,0.6769286709999999,41,1,0.4490918179999999,6000.0,11,0,2,0,1.0,1
91503,0,0.0908636379999999,50,0,0.2597124869999999,8416.0,5,0,1,0,2.0,1
49310,0,0.0,37,3,0.3479375439999999,4290.0,6,0,1,0,0.0,1
66915,0,0.256149619,42,1,0.119936572,6936.0,4,0,0,0,1.0,1
144665,0,0.162167012,79,0,0.329982127,4475.0,14,0,2,0,0.0,1
37102,0,0.242940565,40,0,1285.0,,6,0,1,0,0.0,0
128868,0,0.0115938299999999,30,0,0.26481806,9700.0,10,0,4,0,0.0,1
102202,0,0.9999999,27,0,199.0,0.0,10,0,0,0,0.0,1
146380,0,0.0790144259999999,54,0,0.13174283,11400.0,14,0,2,0,2.0,1
28266,0,0.233553289,39,0,0.0167384029999999,2090.0,1,0,0,0,2.0,1
105095,0,0.188591341,38,0,0.368981946,7975.0,7,0,2,0,4.0,1
140041,0,0.859713429,49,0,0.32769193,4076.0,13,0,0,0,0.0,1
45322,0,0.258605827,40,0,0.3569286139999999,5000.0,6,0,1,0,1.0,1
148981,1,0.99087155,55,2,0.0359904029999999,3750.0,3,0,0,2,0.0,1
82853,0,0.077130762,64,0,1675.0,,10,0,2,0,0.0,0
122021,0,0.4361518720000001,47,0,0.168089936,9250.0,4,0,1,0,0.0,1
98893,0,0.0,35,0,0.516796641,3333.0,8,0,1,0,2.0,1
132699,0,0.829807022,32,0,0.245512963,4512.0,6,0,0,0,2.0,1
91279,0,0.055452254,41,0,0.6836492890000001,3375.0,16,0,0,0,1.0,1
87001,1,0.902262217,46,2,0.186440678,8200.0,6,0,0,0,1.0,1
10476,0,0.0,51,0,1361.0,,5,0,1,0,1.0,0
107903,0,0.9999999,46,0,0.3633406220000001,18750.0,7,0,2,0,0.0,1
142528,0,0.0501894049999999,71,0,0.1629026289999999,2700.0,25,0,0,0,0.0,1
148503,0,0.0475381189999999,49,0,0.301880803,12600.0,7,0,1,0,0.0,1
139019,1,0.955780416,50,1,0.193214729,7250.0,16,0,0,0,0.0,1
78388,0,0.0,54,0,0.0,,7,0,0,0,0.0,0
59327,0,0.015574499,51,0,1809.0,,8,0,2,0,2.0,0
31460,0,0.384584617,44,0,0.3481086489999999,6000.0,7,0,1,0,3.0,1
104969,0,0.106016254,72,1,594.0,,5,0,1,0,0.0,0
38493,0,0.108730932,71,0,0.020057582,10419.0,9,0,0,0,0.0,1
41244,0,0.4324931209999999,57,0,0.381061894,10000.0,8,0,1,0,3.0,1
92233,0,0.0465899459999999,43,0,0.414912865,10500.0,9,0,1,0,0.0,1
45772,0,0.194782921,54,2,0.3554555679999999,8000.0,14,0,2,0,1.0,1
126116,0,0.519514747,28,0,0.907209136,1400.0,11,0,1,0,0.0,1
29822,0,0.569571738,37,0,0.2736621599999999,5250.0,4,0,1,0,2.0,1
133879,0,0.910577574,49,0,0.341822298,5300.0,9,0,2,0,0.0,1
6140,0,1.028439662,50,0,0.023329445,6000.0,2,0,0,0,1.0,1
37995,0,0.49015512,61,0,0.3666666670000001,8729.0,14,0,1,0,0.0,1
114622,0,0.1728318,43,2,0.274060495,12000.0,9,0,1,0,3.0,1
118248,0,0.068232709,68,0,1532.0,,9,0,2,0,0.0,0
66828,0,0.397757562,69,0,4977.0,,19,2,2,0,0.0,0
54446,0,0.244190598,56,0,0.6275240149999999,5100.0,4,0,2,0,1.0,1
88792,0,0.205349905,33,0,0.51916028,3000.0,4,0,1,0,2.0,1
80668,0,0.0253864819999999,45,0,0.4982287739999999,8750.0,8,0,1,0,0.0,1
131004,0,0.032847247,63,0,0.8812715429999999,2610.0,10,0,2,0,1.0,1
63084,0,0.958849319,50,2,0.361106482,6000.0,8,0,1,1,1.0,1
3918,0,0.060994917,28,1,21.0,,4,0,0,0,0.0,0
137557,0,0.0,67,0,0.291391722,6667.0,5,0,1,0,1.0,1
44334,0,0.229834332,46,0,0.3786845449999999,8650.0,14,0,2,0,2.0,1
67613,0,0.308609149,58,0,4119.0,,14,0,2,0,0.0,0
51531,0,0.0,54,0,1274.0,,7,0,1,0,0.0,0
149963,0,0.230353045,61,0,883.0,,15,0,0,0,2.0,0
36939,0,0.9999999,31,0,0.0013495279999999,8150.0,0,3,0,0,0.0,1
62261,0,0.9999999,79,0,44.0,0.0,3,0,0,0,0.0,1
113758,0,0.32918625,50,0,0.4791252489999999,3520.0,9,0,2,0,0.0,1
54434,1,0.7948005779999998,49,2,0.216048601,7900.0,10,1,1,0,2.0,1
118830,0,0.388697167,36,0,0.564991334,7500.0,12,0,2,0,2.0,1
69010,0,0.1373257039999999,44,0,0.8503832059999998,3000.0,3,0,1,0,2.0,1
85994,0,0.0230723359999999,79,0,0.0155382909999999,900.0,8,0,0,0,0.0,1
87612,0,0.996301876,42,2,0.0833055649999999,3000.0,2,0,0,0,4.0,1
138599,0,0.0,64,1,0.1886037989999999,3000.0,5,0,0,0,0.0,1
80802,0,0.0478483079999999,32,0,0.2097311709999999,4500.0,4,0,0,0,0.0,1
42464,0,0.010449478,63,0,1431.0,,11,0,1,0,0.0,0
17524,0,0.012699365,80,0,187.0,,2,0,0,0,0.0,0
131426,0,0.071856287,26,0,0.000230044,4346.0,1,0,0,0,0.0,1
6659,0,0.041418475,80,0,0.003935874,10416.0,4,0,0,0,0.0,1
66532,0,0.54835716,47,0,0.491072601,15233.0,16,0,3,0,1.0,1
60278,0,0.0547810209999999,40,0,0.1403713799999999,7700.0,4,0,0,0,4.0,1
142181,0,0.003049191,58,0,0.0530639929999999,13266.0,4,0,0,0,0.0,1
12938,0,0.037141039,58,0,0.299245764,10208.0,11,0,4,0,1.0,1
18703,0,0.110688931,67,1,0.286982249,6083.0,8,0,1,0,0.0,1
114057,0,0.6174841239999999,80,0,0.249084249,545.0,3,0,0,0,0.0,1
108876,0,0.0371941989999999,68,0,30.0,,2,0,0,0,0.0,0
100644,0,1.00543716,33,0,1075.0,,6,0,0,0,3.0,0
85006,0,0.0,60,0,0.0,,1,0,0,0,0.0,0
105856,0,0.009064531,54,0,0.003272557,10694.0,6,0,0,0,1.0,1
13090,0,0.848367725,57,0,0.5570223329999999,10074.0,11,0,2,0,2.0,1
56391,0,0.7415064399999999,57,0,0.6991456099999999,5500.0,20,0,0,0,0.0,1
138858,0,0.004709576,61,0,1676.0,,5,0,1,0,0.0,0
147765,0,0.0096495179999999,67,0,0.295824238,14200.0,9,0,3,0,0.0,1
139691,0,0.140745054,49,0,0.285867238,8405.0,10,0,2,0,0.0,1
102477,0,0.0790953159999999,80,0,0.4640617899999999,11004.0,15,0,3,0,0.0,1
74490,0,0.055565463,52,0,0.111947319,3188.0,9,0,0,0,1.0,1
139664,0,0.3070428789999999,30,0,41.0,,2,0,0,0,1.0,0
68218,0,0.9999999,62,0,0.3929866989999999,2480.0,5,0,0,1,0.0,1
23908,0,0.003411196,69,0,0.037447737,5500.0,9,0,0,0,0.0,1
67946,0,0.552236868,47,0,0.132120489,6705.0,7,0,0,0,1.0,1
78675,0,0.0,57,0,1878.0,,5,0,1,0,0.0,0
104077,0,0.001963743,67,0,0.0729483279999999,6250.0,12,0,1,0,0.0,1
139370,0,0.4052981869999999,32,0,0.430784508,5034.0,5,0,2,0,1.0,1
37037,0,0.9999999,27,0,0.061884669,7820.0,5,0,0,0,0.0,1
147389,0,0.0,50,0,0.0,11400.0,2,0,0,0,1.0,1
111627,0,0.2795762749999999,61,0,0.331777778,4499.0,7,0,1,0,0.0,1
95584,0,0.9999999,35,1,31.0,,1,1,0,0,0.0,0
30277,0,0.0,26,0,0.104226508,2436.0,2,0,0,0,0.0,1
108661,0,0.0021460989999999,72,0,0.0017866259999999,3917.0,12,0,0,0,0.0,1
53715,0,0.3846737339999999,49,0,0.3634364259999999,7274.0,18,0,2,0,1.0,1
50638,0,0.015208887,48,0,0.581143972,6660.0,13,0,3,0,3.0,1
54554,0,0.010620119,50,0,0.0565870909999999,7916.0,7,0,1,0,0.0,1
35919,0,0.024400746,69,0,1631.0,,18,0,2,0,0.0,0
147330,0,0.651497074,55,0,0.6193806189999999,1000.0,2,0,0,0,0.0,1
130020,0,0.024065062,59,0,0.3799457219999999,7000.0,6,0,1,0,0.0,1
18078,0,0.0,50,0,1418.0,,2,0,1,0,0.0,0
110267,0,0.141573625,38,0,0.632962011,3500.0,13,0,1,0,2.0,1
57718,0,0.033072504,37,0,0.0341382179999999,1200.0,5,0,0,0,0.0,1
68923,0,0.382858764,77,0,0.961878196,2150.0,6,0,2,0,1.0,1
99713,0,0.7290541889999999,62,0,0.039988892,3600.0,4,0,0,0,0.0,1
514,0,0.0563900079999999,54,0,2126.0,,8,0,1,0,0.0,0
133947,0,0.024173493,61,0,0.0856731459999999,8333.0,4,0,1,0,0.0,1
41527,0,0.1041998289999999,43,3,0.4054457289999999,2680.0,6,0,1,1,3.0,1
102603,0,0.0508034299999999,62,0,0.399216732,12000.0,10,0,3,0,0.0,1
41837,0,0.0850905359999999,61,1,0.367058011,17375.0,15,0,2,0,1.0,1
134834,0,0.006633223,42,0,1.00149925,2000.0,10,0,1,0,0.0,1
